ScopedReports,PatientEntries,DeviceEntries,ReportsWithFollowup,ReportsWithLagAvailable,ReportsMissingEventDate,NegativeLagRows,ReportsWithFollowupPct,LagAvailablePct,EventDateMissingPct
237194,237155,241342,140095,184783,52411,149,59.06,77.9,22.1
